painting_robot_002,3,100.8,"{'x': 111.1, 'y': 188.3, 'z': 10.5}",2.9,32.5,0.8,1.3,2662.8,6.5,0.2,2.1,2024-10-19T13:00:43.406Z
painting_robot_002,0.1,40.6,"{'x': 197.9, 'y': 86.5, 'z': 196.5}",34.1,47.8,3.6,1.8,181.1,59.6,0.27,1.6,2024-10-19T13:01:23.183Z
painting_robot_002,0.2,126.1,"{'x': 133.3, 'y': 152, 'z': 88.9}",33.7,69.1,2.2,1.5,99,74.6,0.17,1.6,2024-10-19T13:01:43.041Z
painting_robot_002,4.1,51.5,"{'x': 48.4, 'y': 147.4, 'z': 109.3}",23.5,78,2.4,0.1,2235.1,45.2,0.86,3.3,2024-10-19T13:02:03.001Z
painting_robot_002,1.8,54.1,"{'x': 120.5, 'y': 1.2, 'z': 143.9}",38.8,35.3,5,1.1,1619,81.1,0.98,3.8,2024-10-19T13:02:23.430Z
painting_robot_002,0,148.1,"{'x': 123.3, 'y': 106.8, 'z': 99.5}",2.4,47.7,4.8,0.5,1274.1,32.2,1,1.8,2024-10-19T13:03:03.598Z
painting_robot_002,2.6,31.7,"{'x': 86.9, 'y': 133.7, 'z': 71.3}",6.2,17.6,3.4,1.1,2408.5,69.7,0.54,3.3,2024-10-19T13:03:22.876Z
painting_robot_002,3.8,70.7,"{'x': 172.7, 'y': 57.4, 'z': 25.2}",10.3,19.6,3.1,0.7,1045,43.4,0.26,3.5,2024-10-19T13:03:42.552Z
painting_robot_002,4.6,70.9,"{'x': 6.9, 'y': 147.2, 'z': 131.8}",33.3,8.2,3.5,0.4,1185.1,60.1,0.18,1.2,2024-10-19T13:04:02.245Z
painting_robot_002,2.6,39.1,"{'x': 123.8, 'y': 195.7, 'z': 134.9}",21.4,88,2.6,1.9,2658.3,56.1,0.32,1,2024-10-19T13:04:42.769Z
painting_robot_002,4.9,51.6,"{'x': 196.9, 'y': 28.9, 'z': 143.5}",4.5,98.3,0.4,0.2,2863,13.8,0.8,3.5,2024-10-19T13:05:02.378Z
painting_robot_002,2.5,127.3,"{'x': 129.7, 'y': 114, 'z': 132.2}",1.2,62.3,4.8,0.5,120.6,94.7,0.28,0.3,2024-10-19T13:05:22.383Z
painting_robot_002,0.8,134.7,"{'x': 177.9, 'y': 47.2, 'z': 106.8}",32.7,82.6,1.5,1,870.9,92.4,0.97,3.4,2024-10-19T13:05:47.523Z
painting_robot_002,1.3,106.1,"{'x': 177.6, 'y': 116.3, 'z': 10.5}",25.2,60.8,2,1.1,2686.7,48.9,0.81,2.2,2024-10-19T13:06:02.534Z
painting_robot_002,4.7,118.2,"{'x': 184.4, 'y': 133.8, 'z': 181.5}",3.1,46.5,0.3,0.6,1785.8,3.2,0.92,3.1,2024-10-19T13:06:42.818Z
painting_robot_002,4.1,27.5,"{'x': 53.2, 'y': 134.6, 'z': 187.9}",39.9,77.8,4.4,1.1,2447.4,80.7,0.18,3.4,2024-10-19T13:07:02.777Z
painting_robot_002,0.1,133.8,"{'x': 53.7, 'y': 64.7, 'z': 66.4}",32.5,84.2,2.8,0,1607.4,1,0.45,1.3,2024-10-19T13:07:23.286Z
painting_robot_002,1.7,136.9,"{'x': 173.2, 'y': 92.5, 'z': 121.5}",23,64.1,0.8,0.4,2065.5,25.4,0.14,2.9,2024-10-19T13:07:42.801Z
painting_robot_002,1.9,78.7,"{'x': 187.7, 'y': 138.2, 'z': 31.5}",3.8,36,1.9,0.9,2358.7,0.3,0.04,4.3,2024-10-19T13:08:22.898Z
painting_robot_002,3.7,100.5,"{'x': 7.4, 'y': 50.1, 'z': 92.1}",6.9,60.1,2.3,0.8,2792.8,7.9,0.19,4.1,2024-10-19T13:08:43.052Z
painting_robot_002,2.5,112.6,"{'x': 81.2, 'y': 154.5, 'z': 30}",16.5,90.9,2.4,1.9,511.3,82.3,0.9,4.7,2024-10-19T13:08:43.197Z
painting_robot_002,0.4,7.8,"{'x': 35.6, 'y': 125.6, 'z': 133.1}",44.5,63.5,2,0.8,2045.2,53.8,0.23,3,2024-10-19T13:09:02.796Z
painting_robot_002,4.1,54.9,"{'x': 170.7, 'y': 186.4, 'z': 27.7}",15.9,26.6,1.2,1.1,19.8,9.7,0.91,0.4,2024-10-19T13:09:23.103Z
painting_robot_002,2.8,76.6,"{'x': 170.7, 'y': 131.1, 'z': 129.3}",11.2,53.9,2.7,0.4,2686,66.8,0.67,3.9,2024-10-19T13:09:42.743Z
painting_robot_002,2.1,7.4,"{'x': 153.5, 'y': 54, 'z': 50.6}",41.2,7.3,3.5,0.6,1792,63.6,0.56,0.4,2024-10-19T13:10:43.379Z
painting_robot_002,4.7,116,"{'x': 135.5, 'y': 159.6, 'z': 91}",11.6,55.5,3.8,0.9,2415.6,27.5,0.52,3.8,2024-10-19T13:11:23.296Z
painting_robot_002,1.4,32,"{'x': 112.6, 'y': 48.3, 'z': 155.6}",3.3,4.1,3.4,1,1203.5,54.8,0.91,1.5,2024-10-19T13:20:02.855Z
painting_robot_002,4.6,81.2,"{'x': 8.5, 'y': 174.5, 'z': 103.3}",20.8,36.3,3.2,0.6,2802.8,44.8,0.27,4.8,2024-10-19T13:20:22.852Z
painting_robot_002,3.6,119.3,"{'x': 171.9, 'y': 183.8, 'z': 80.1}",41.4,41.5,4.4,1.7,2407.4,86.9,0.66,2.7,2024-10-19T13:20:43.128Z
painting_robot_002,4,32,"{'x': 136.4, 'y': 3.2, 'z': 20}",32.7,44.2,0.1,1.7,2844.6,73.5,0.58,0,2024-10-19T13:21:02.759Z
painting_robot_002,1.5,107.5,"{'x': 129.5, 'y': 143.6, 'z': 26.2}",0.2,61,5,1.5,2612.3,11.8,0.12,2.4,2024-10-19T13:21:22.829Z
painting_robot_002,2.6,91.8,"{'x': 138.3, 'y': 182.3, 'z': 158.5}",0.8,53.6,4,0.9,2640.2,46.1,0.56,0.1,2024-10-19T13:22:02.736Z
painting_robot_002,1.6,98.4,"{'x': 108.7, 'y': 52.5, 'z': 192.7}",1.3,48.7,1.3,1.5,397.2,97.8,0.71,3.2,2024-10-19T13:22:22.995Z
painting_robot_002,2.2,137.3,"{'x': 159.2, 'y': 196.6, 'z': 38}",18.4,68.4,1.8,1.7,592.7,50.8,0.58,1.5,2024-10-19T13:23:03.084Z
painting_robot_002,4.1,54.7,"{'x': 51.6, 'y': 142.1, 'z': 45.4}",15.4,21.5,3.2,0.5,115.6,30.7,0.09,1,2024-10-19T13:23:23.480Z
painting_robot_002,1.9,80.9,"{'x': 58.3, 'y': 32.4, 'z': 128.6}",37.6,69,2.3,0,938.6,43.8,0.03,0.5,2024-10-19T13:24:03.193Z
painting_robot_002,4.2,33,"{'x': 6.7, 'y': 132.5, 'z': 23}",33.4,95.7,2.7,1,2162.8,43.3,0.12,0.7,2024-10-19T13:24:23.049Z
painting_robot_002,1.1,136.9,"{'x': 117.9, 'y': 59.3, 'z': 37.3}",16.3,23,2.5,0.7,718,29.5,0.89,2.3,2024-10-19T13:24:43.654Z
painting_robot_002,4.1,135.5,"{'x': 165.6, 'y': 128.2, 'z': 69.6}",21.9,33,0.1,1.8,639.6,58,0.59,3.2,2024-10-19T13:25:02.165Z
painting_robot_002,3.8,13.1,"{'x': 145.2, 'y': 193.9, 'z': 59}",42.8,44.1,0.8,0.5,737.9,26.4,0.91,4.3,2024-10-19T13:25:22.279Z
painting_robot_002,1.8,80.8,"{'x': 187.6, 'y': 21.6, 'z': 188.7}",41.8,73.3,4.7,1.2,2441.6,73.4,0.19,1.8,2024-10-19T13:25:42.355Z
painting_robot_002,0.5,131.2,"{'x': 126, 'y': 194.5, 'z': 9.8}",1.5,89.2,0,1.6,504.9,67.9,0.12,1.2,2024-10-19T13:26:22.466Z
painting_robot_002,1.2,26.5,"{'x': 129.6, 'y': 116.4, 'z': 63.9}",13.6,79.4,1.9,1.6,799.8,69.4,0.93,4.1,2024-10-19T13:26:42.576Z
painting_robot_002,0,29.7,"{'x': 185.7, 'y': 126.1, 'z': 150.5}",15.7,30.6,1.9,1.1,1690,53.9,0.33,1.9,2024-10-19T13:27:02.753Z
painting_robot_002,0.4,135,"{'x': 23.6, 'y': 63.9, 'z': 86.5}",44.7,85.5,3.2,1.6,2572.5,17.8,0.84,0.6,2024-10-19T13:27:22.819Z
painting_robot_002,2.7,145.9,"{'x': 49, 'y': 106.2, 'z': 41.3}",9.9,91.8,1,0.9,2780.8,60.3,0.56,4.1,2024-10-19T13:27:42.755Z
painting_robot_002,3.2,66,"{'x': 10.3, 'y': 36.8, 'z': 82.9}",34.8,7.5,3.3,1.5,2941.7,41.1,0.87,2.1,2024-10-19T13:28:02.469Z
painting_robot_002,1.7,147.8,"{'x': 126.2, 'y': 143.5, 'z': 128.9}",5.6,47.4,4.3,1.7,996,84.5,0.98,4.2,2024-10-19T13:28:22.987Z
painting_robot_002,2.8,150,"{'x': 68.1, 'y': 45.4, 'z': 118.1}",11.6,79.6,3.3,1.5,1732.7,5.9,0.31,4.4,2024-10-19T13:28:42.806Z
painting_robot_002,3.8,122.8,"{'x': 135.2, 'y': 195.2, 'z': 153.7}",22.9,72.7,3.9,0.7,2523.8,2.3,0.17,1,2024-10-19T13:29:43.556Z
painting_robot_002,1.7,82.4,"{'x': 4.3, 'y': 54.5, 'z': 101.1}",27.8,3.3,3.9,0.7,1822.5,50.8,0.17,2.6,2024-10-19T13:30:03.105Z
painting_robot_002,0.1,93.9,"{'x': 167.4, 'y': 40.9, 'z': 76.9}",28.7,71.9,4.1,0.7,1538.6,65,0.02,3.6,2024-10-19T13:30:22.730Z
painting_robot_002,1.7,145.5,"{'x': 130.4, 'y': 164.8, 'z': 149.4}",45.2,95.4,4,0,1733.4,64.6,0.26,4,2024-10-19T13:30:42.840Z
painting_robot_002,1.5,86,"{'x': 156.1, 'y': 163.4, 'z': 185.3}",43.7,57.3,0.8,1.7,1021.8,66.3,0.94,4.2,2024-10-19T13:31:02.906Z
painting_robot_002,4.9,99.3,"{'x': 128.1, 'y': 16.1, 'z': 89.1}",21.9,44,0.2,0.8,2838.9,78.2,0.01,2.1,2024-10-19T13:31:23.220Z
painting_robot_002,2.6,32.8,"{'x': 16.8, 'y': 188.4, 'z': 153.8}",3.9,45.3,1.3,0.5,2551,89.2,0.36,2.5,2024-10-19T13:31:42.890Z
painting_robot_002,0.4,109,"{'x': 90.2, 'y': 133.4, 'z': 65.3}",8.8,95.5,4,1.9,1590.9,38.4,0.63,3.9,2024-10-19T13:32:03.238Z
painting_robot_002,2.4,76.9,"{'x': 35.4, 'y': 52.9, 'z': 171.6}",14.5,50.5,0.6,0.8,1872.2,68.8,0.86,3.8,2024-10-19T14:09:13.126Z
painting_robot_002,0.6,141.6,"{'x': 114.1, 'y': 117.6, 'z': 134}",14.9,26.3,2.9,1.4,904.6,84.2,0.24,3,2024-10-19T14:09:55.100Z
painting_robot_002,0.3,128.6,"{'x': 26.6, 'y': 38.4, 'z': 127.9}",4.1,64.1,0.1,1.2,2402.5,2.3,0.72,4.6,2024-10-19T14:09:55.145Z
painting_robot_002,1.1,137.8,"{'x': 105.2, 'y': 90.7, 'z': 120.2}",31.6,41.2,1.5,1.5,659.1,29.4,0.32,4.6,2024-10-19T14:10:37.188Z
painting_robot_002,1,133.9,"{'x': 123.2, 'y': 34.4, 'z': 137}",48.4,48.4,0.3,0.8,1759.2,23.3,0.96,2.8,2024-10-19T14:10:37.379Z
painting_robot_002,2.4,114.5,"{'x': 132, 'y': 164.4, 'z': 94}",42.2,56.6,2.3,0.6,1799.7,72.5,0.58,4.3,2024-10-19T14:16:55.576Z
painting_robot_002,0.1,80.5,"{'x': 161.9, 'y': 30, 'z': 95.5}",20.5,58.2,1.8,1.6,1598.1,83.5,0.01,3.5,2024-10-19T14:16:55.757Z
painting_robot_002,0.4,19.7,"{'x': 197.5, 'y': 34.7, 'z': 31.5}",46.4,79,3.2,0.2,1864.2,71.6,0.46,4.4,2024-10-19T14:18:19.605Z
painting_robot_002,3.1,2.1,"{'x': 140, 'y': 81.8, 'z': 103.7}",48,64.4,0.5,1.8,358,95.5,0.47,3.8,2024-10-19T14:18:19.776Z
painting_robot_002,3.5,147.6,"{'x': 94.6, 'y': 162, 'z': 35.8}",37.4,16.6,2.8,0.1,2973.9,97.3,0.15,0.1,2024-10-19T14:18:19.818Z
painting_robot_002,1,115.4,"{'x': 189.6, 'y': 147.7, 'z': 96.4}",28,89.1,4.5,1.1,2244.6,36.3,0.04,0.3,2024-10-19T14:19:01.549Z
painting_robot_002,0.3,131.9,"{'x': 163.2, 'y': 100.4, 'z': 191.1}",14.2,84,0.8,0.5,17.1,64.7,0.69,2.3,2024-10-19T14:19:43.909Z
painting_robot_002,1.2,55.7,"{'x': 174.9, 'y': 181.7, 'z': 151.6}",48.5,39,3.8,0.1,2299.8,81.4,0.19,3.3,2024-10-19T14:20:25.819Z
painting_robot_002,2.5,86.9,"{'x': 142.2, 'y': 145.6, 'z': 87.5}",12.1,18.9,0.8,0.5,151.8,44,0.99,2.3,2024-10-19T14:20:25.952Z
painting_robot_002,4,65.5,"{'x': 139.9, 'y': 182.4, 'z': 77.5}",3,67.1,0.5,0.6,2798.6,72.3,0.02,1.8,2024-10-19T14:21:07.686Z
painting_robot_002,1.3,57,"{'x': 174.6, 'y': 154, 'z': 165.3}",0.6,4.7,1.9,1.3,247.8,86.2,0.38,4.1,2024-10-19T14:21:07.810Z
painting_robot_002,0.9,114.2,"{'x': 22.6, 'y': 98.1, 'z': 162}",12.9,18,4.1,0.7,1967.1,66.4,0.7,1.1,2024-10-19T14:21:49.827Z
painting_robot_002,2,4.1,"{'x': 95, 'y': 190, 'z': 186.2}",39.7,43,3.3,1.1,809.9,99,0.72,3.8,2024-10-19T14:21:50.019Z
painting_robot_002,4.4,116.8,"{'x': 175.4, 'y': 139.2, 'z': 144.1}",36.8,71.8,0.1,1.1,2007.8,96.5,0.37,1.1,2024-10-19T14:22:31.875Z
painting_robot_002,0.1,140.3,"{'x': 138, 'y': 154.4, 'z': 124.6}",43.2,46.3,1,0.9,426.2,1.8,0.54,0.2,2024-10-19T14:22:31.989Z
painting_robot_002,3.9,73.1,"{'x': 86.6, 'y': 181, 'z': 33.1}",2.2,69.9,0.6,0.5,405.5,69.9,0.07,0.2,2024-10-19T14:22:51.726Z
painting_robot_002,3.8,12.9,"{'x': 124.5, 'y': 193.1, 'z': 4.7}",19.3,35.1,2.2,1.1,2776.8,4.9,0.82,3.2,2024-10-19T14:23:55.812Z
painting_robot_002,1.9,47.2,"{'x': 148.9, 'y': 162.9, 'z': 194}",5.6,28.5,1.5,1.2,386,97,0.59,0.8,2024-10-19T14:23:56.028Z
painting_robot_002,1,121.8,"{'x': 154.5, 'y': 40.1, 'z': 155}",32.7,68.3,3.7,1.7,1874.3,69.4,0.3,5,2024-10-19T14:24:38.153Z
painting_robot_002,4,136.7,"{'x': 127.9, 'y': 51.7, 'z': 51.6}",25.7,77,4.5,0.2,2783.4,99.5,0.36,3.7,2024-10-19T14:24:38.012Z
painting_robot_002,3.4,10.7,"{'x': 34.8, 'y': 153.4, 'z': 3.2}",24.9,59.5,0.9,0.5,2498.5,95.1,0.86,3.2,2024-10-19T14:24:38.110Z
painting_robot_002,0.9,125.4,"{'x': 49.3, 'y': 35.2, 'z': 8.5}",27.7,91.7,4.1,0.1,2507.8,78.2,0.07,3.1,2024-10-19T14:25:19.834Z
painting_robot_002,3.8,134.4,"{'x': 163, 'y': 34.4, 'z': 61.9}",47,45.4,4.9,0.2,253.1,68.4,0.55,2,2024-10-19T14:26:02.183Z
painting_robot_002,2.5,126,"{'x': 82.1, 'y': 40.2, 'z': 37.7}",6.5,44.3,4.6,0.8,143.1,82.4,0.29,2.6,2024-10-19T14:26:43.875Z
painting_robot_002,0.4,81.8,"{'x': 169.3, 'y': 60.2, 'z': 136.8}",17.8,0.3,2.3,1.1,2433.9,93,0.28,1.4,2024-10-19T14:27:25.907Z
painting_robot_002,4.6,144.5,"{'x': 83.1, 'y': 14.7, 'z': 68.3}",49.1,14.8,4.4,0.9,2620.8,69.7,0.97,0.4,2024-10-19T14:27:26.080Z
painting_robot_002,2.7,80.9,"{'x': 170.6, 'y': 188.4, 'z': 91.1}",41.6,44.1,3.3,1.6,2253.7,98.8,0.38,0.3,2024-10-19T14:28:08.066Z
painting_robot_002,1.2,31.3,"{'x': 187, 'y': 172.4, 'z': 182.2}",6.5,58.4,3.2,0.6,1278,56.2,0.48,1.9,2024-10-19T14:28:50.254Z
painting_robot_002,0.5,126.8,"{'x': 72.1, 'y': 97.3, 'z': 125.6}",18,30.7,4.2,1.9,2320.5,57.3,0.34,1.7,2024-10-19T14:28:50.212Z
painting_robot_002,2.4,80.3,"{'x': 55.7, 'y': 188.8, 'z': 67.7}",36.3,21.6,4.5,0.7,1808.7,14.5,0.91,4.9,2024-10-19T14:28:50.094Z
painting_robot_002,3,77.3,"{'x': 126.7, 'y': 104, 'z': 185.8}",46.6,47.5,3.2,0.2,2893.9,22,0.21,3.3,2024-10-19T14:29:32.046Z
painting_robot_002,1.4,19.2,"{'x': 123.3, 'y': 115, 'z': 96.1}",6,75.9,0.3,1.9,1819.4,15.5,0.35,0.4,2024-10-19T14:30:14.143Z
painting_robot_002,4.9,54.1,"{'x': 145.3, 'y': 43.2, 'z': 112.4}",10.7,76.9,3.9,1.5,1059.4,15.2,0.11,0.3,2024-10-19T14:30:14.259Z
painting_robot_002,2,110.7,"{'x': 26.4, 'y': 116.1, 'z': 81.1}",21.6,10.2,4,1.7,859.6,32.6,0.03,0.5,2024-10-19T14:30:14.306Z
painting_robot_002,2.4,89.2,"{'x': 170.4, 'y': 73.6, 'z': 53.5}",49.9,77.4,1.1,1.4,2856.1,69.5,0.97,0.1,2024-10-19T14:30:56.173Z
painting_robot_002,4.7,109.5,"{'x': 24.6, 'y': 107.5, 'z': 18.6}",21,20.4,4.8,0.2,1289.5,1.4,0.44,0.2,2024-10-19T14:30:56.333Z
painting_robot_002,1.4,134.7,"{'x': 36.4, 'y': 153.8, 'z': 134.3}",12,4.8,1.1,1.5,158,76.4,0.7,2.7,2024-10-19T14:31:38.148Z
painting_robot_002,2.5,79.2,"{'x': 188.1, 'y': 171, 'z': 195.9}",45.4,46.1,2.3,0.7,1736.3,57.2,0.96,2.6,2024-10-19T14:31:38.196Z
